previous_article,previous_article_text,current_article,current_article_text,number_of_clicks,click_rate
Wine,"[[[2760, 30, 7, 12824, 4603], [0, 1388, 2760, 30, 1140, 234, 4, 1077, 59, 4603, 159, 25, 0, 6988, 3, 12677, 376, 69, 1071, 580, 12824, 4603, 159, 25, 0, 6988, 3, 68, 4138, 125, 7, 18731, 46, 16968, 2760], [37, 1759, 91, 435, 17, 2760, 159, 25, 12677]], [[2760, 30, 159, 21, 0, 30425, 3, 0, 3191, 6, 12677], [63, 30, 55, 444, 1554, 3, 2760, 639, 2760, 5, 298, 2760], [639, 2760, 30, 159, 25, 639, 12677, 6, 1871, 17, 44, 3825, 5, 298, 2760, 30, 159, 25, 639, 5, 298, 12677, 34, 296, 130, 3825, 1871], [93985, 2760, 30, 159, 21, 891, 639, 12677, 6, 3825, 1871, 10, 7, 191, 636, 79], [0, 8237, 326, 91, 25, 0, 3825, 100, 83, 81, 33, 636, 3825, 1871, 0, 2760, 43, 36, 890, 639, 34, 91, 5491, 1027, 2760], [2760, 1071, 33, 8808, 6, 20, 37, 2760, 30, 580, 32670, 2760], [0, 181, 814, 32670, 2760, 30, 10217, 42, 326, 25, 387, 5, 187182, 25, 931]], [[69, 33, 30, 159, 2760, 10, 59, 62]], [[2760, 30, 7, 814, 4603, 6, 109, 123], [0, 123, 12, 4603, 0, 181, 2760, 234, 223, 25, 0, 62, 30]], [[387, 931], [2396, 509], [1029], [2039, 104, 1859, 132], [412], [3300, 1628]], [[212, 83, 81, 159, 7, 674, 3, 123, 111, 0, 641, 899, 4603, 0, 181, 2760, 0, 674, 30, 494]], [[6897, 387, 931, 3010, 2849, 2311, 1029, 2039, 6841, 5, 6023]], [[2760, 30, 159, 6, 109, 123], [0, 123, 12, 159, 0, 181, 2760, 234, 223, 30]], [[931, 387, 1029, 2396, 2039, 3500, 603, 139, 637, 132, 5, 509]]]",Plum,"[[[7, 18731, 30, 7, 3714, 4138], [47, 2440, 311, 30, 64553], [61, 3289, 20, 30, 580, 7, 41263], [0, 2487, 18731, 190, 47, 311, 25, 0, 4138], [18731, 2487, 18731, 30, 580, 7644, 18731, 5, 30, 7, 1479, 7644, 2487, 68, 18731, 30, 24227, 7644, 37, 55, 2165, 30, 273, 6, 0, 1835, 22, 248], [77, 68, 18731, 86, 30, 2843, 639, 989, 46, 151, 298], [0, 4138, 33, 7, 15827, 307, 135, 48, 437, 5, 7, 5222, 2155, 3404], [0, 9753, 3, 0, 4138, 30, 34620, 5, 30, 191, 23900], [0, 3825, 86, 30, 3623], [20, 86, 52, 30, 234, 4, 159, 8202, 5, 0, 6988, 86, 30, 234, 4, 159, 2760], [20, 30, 2400, 11089, 4, 0, 39310]]]",42,0.09395973154362416
Paint,"[[[10, 0, 951, 1516, 311, 5309, 253, 2058, 5309]], [[5309, 30, 0, 216, 570, 10, 6035, 12, 30, 234, 4, 1679, 8237, 4, 0, 2283, 3, 7, 4599, 21, 1333, 20, 17, 7, 84172, 8237, 6628], [19, 7, 15224, 5309, 1702, 3515, 5309, 7778, 5309, 2178, 645], [1318, 38, 5309, 30, 580, 7, 6121]], [[5309, 30, 159, 25, 7, 8237, 29943, 42, 30, 1140, 7, 5598], [0, 5598, 30, 159, 25, 494], [], [202500, 4930], [], [4344, 4, 5309, 6422, 5, 3847, 3, 5309, 732], [201534], [], [], [77, 3, 0, 29943, 326, 1362, 25, 1132, 873, 117, 4920], [0, 29943, 390, 30, 159, 6611, 21, 3634, 20, 17, 645, 12, 43, 159, 20, 4403, 2178, 0, 2283, 5, 36, 326, 138, 2407], [0, 6611, 3496, 30, 580, 0, 3185, 46, 1907], [77, 5309, 30, 120, 3634, 17, 430], [68, 5309, 30, 3634, 17, 316, 46, 2291, 3, 494, 2598], [96, 6121, 987, 5309, 12, 30, 411, 3634], [166, 6121, 234, 5309, 411, 3634, 6, 426, 86], [2101, 987, 5309, 6, 7370], [77, 2131, 987, 29943, 5, 3634, 20, 10, 1000]], [[0, 5309, 30, 1140, 339, 2178, 0, 2283, 17, 7, 5309, 9248], [5309, 9248, 30, 234, 21, 6121, 3, 64, 2598], [166, 6121, 52, 234, 9872, 5, 10065, 2019, 4, 339, 13, 5309], [7, 1194, 10569, 30, 5309, 6, 7, 101572, 86, 42, 86, 30, 10065, 13], [77, 1194, 2131, 52, 234, 10065, 5309], [6, 2726, 63, 30, 2358, 42, 10065, 5309, 2178, 4599], [1277, 30, 1140, 5309, 6, 37, 179]], [[5309, 390, 30, 949, 4], [77, 5309, 125, 7, 55543, 3289, 6, 7, 306, 1214], [68, 5309, 125, 7, 2131, 316, 5309, 86, 190, 122, 46, 151, 147, 4], [96, 68, 1554, 3, 5309, 3130, 118, 37, 55], [109, 1554, 3, 5309, 30, 143, 83, 39, 30, 339, 13, 6, 201, 6828], [0, 6121, 390, 3298, 0, 2283, 100, 20, 30, 5222, 2431, 5], [0, 6828, 3, 5309, 30, 456, 7, 139422, 46, 17222, 42, 30, 5222, 5, 4403, 191, 219], [0, 8237, 5309, 30, 339, 13, 74, 0, 220], [7, 166, 6121, 38, 30, 234, 316, 5309, 13, 7, 4836, 3453, 4966, 107, 234, 87, 6828, 3, 5309, 4, 455, 191, 219, 1464, 25, 0, 1620], [68, 1554, 3, 1194, 166, 5309, 91, 408, 48, 6828, 1113, 13, 0, 1038], [2101, 234, 316, 5309, 5, 77865, 456, 234, 109, 6828, 4, 169, 120, 0, 248, 1261]]]",Plum,"[[[7, 18731, 30, 7, 3714, 4138], [47, 2440, 311, 30, 64553], [61, 3289, 20, 30, 580, 7, 41263], [0, 2487, 18731, 190, 47, 311, 25, 0, 4138], [18731, 2487, 18731, 30, 580, 7644, 18731, 5, 30, 7, 1479, 7644, 2487, 68, 18731, 30, 24227, 7644, 37, 55, 2165, 30, 273, 6, 0, 1835, 22, 248], [77, 68, 18731, 86, 30, 2843, 639, 989, 46, 151, 298], [0, 4138, 33, 7, 15827, 307, 135, 48, 437, 5, 7, 5222, 2155, 3404], [0, 9753, 3, 0, 4138, 30, 34620, 5, 30, 191, 23900], [0, 3825, 86, 30, 3623], [20, 86, 52, 30, 234, 4, 159, 8202, 5, 0, 6988, 86, 30, 234, 4, 159, 2760], [20, 30, 2400, 11089, 4, 0, 39310]]]",11,0.0990990990990991
Italy,"[[[931, 30, 7, 123, 6, 139, 525, 5, 7, 393, 3, 0, 291, 354], [47, 239, 311, 30], [31666, 36614], [0, 1031, 2808, 30, 989, 298, 5, 639], [931, 30, 7, 590, 874, 5, 30, 7, 238, 393, 3, 0, 291, 311], [], [47, 90, 30, 9083, 228236, 5, 47, 335, 141], [30, 14051, 17936], [931, 30, 52, 7, 393, 3, 0, 7, 20, 33, 0, 652, 426, 3288, 1163, 1459, 6, 0, 85]], [[106, 20, 30, 159, 60, 3, 357, 1859, 5, 115, 92], [931, 33, 399, 1613, 10, 47, 2760, 7, 219, 7, 47, 565], [77, 3, 0, 181, 1613, 7260, 488, 917, 1554, 3, 12617, 9388, 5, 12677], [20697, 30, 52, 10576, 861, 6, 7260]], [[0, 123, 351, 2618, 30, 48, 3, 0, 181, 1613, 115, 6, 0, 85, 7, 20, 30, 0, 351, 3, 0, 1956, 2552], [68, 1613, 115, 6, 931, 488, 8081, 9611, 12760, 8091, 11973, 5, 2777]]]",Plum,"[[[7, 18731, 30, 7, 3714, 4138], [47, 2440, 311, 30, 64553], [61, 3289, 20, 30, 580, 7, 41263], [0, 2487, 18731, 190, 47, 311, 25, 0, 4138], [18731, 2487, 18731, 30, 580, 7644, 18731, 5, 30, 7, 1479, 7644, 2487, 68, 18731, 30, 24227, 7644, 37, 55, 2165, 30, 273, 6, 0, 1835, 22, 248], [77, 68, 18731, 86, 30, 2843, 639, 989, 46, 151, 298], [0, 4138, 33, 7, 15827, 307, 135, 48, 437, 5, 7, 5222, 2155, 3404], [0, 9753, 3, 0, 4138, 30, 34620, 5, 30, 191, 23900], [0, 3825, 86, 30, 3623], [20, 86, 52, 30, 234, 4, 159, 8202, 5, 0, 6988, 86, 30, 234, 4, 159, 2760], [20, 30, 2400, 11089, 4, 0, 39310]]]",24,0.008412197686645636
Cherry,"[[[9250, 30, 7, 4138, 12, 2274, 13, 7, 2654, 46, 7, 272], [20, 6288, 4, 0, 3713], [64553], [20, 30, 639, 6, 2487, 17, 7, 3404, 6, 0, 699], [20, 4374, 2008, 10884, 5, 30, 456, 234, 4, 32738, 7931, 5, 1718, 5161, 46, 30, 13418, 6, 7, 9246, 46, 51783], [29689, 30, 52, 7, 219, 1173, 3, 12363]], [[6, 361, 57495, 30, 220, 1938, 3, 9250]]]",Plum,"[[[7, 18731, 30, 7, 3714, 4138], [47, 2440, 311, 30, 64553], [61, 3289, 20, 30, 580, 7, 41263], [0, 2487, 18731, 190, 47, 311, 25, 0, 4138], [18731, 2487, 18731, 30, 580, 7644, 18731, 5, 30, 7, 1479, 7644, 2487, 68, 18731, 30, 24227, 7644, 37, 55, 2165, 30, 273, 6, 0, 1835, 22, 248], [77, 68, 18731, 86, 30, 2843, 639, 989, 46, 151, 298], [0, 4138, 33, 7, 15827, 307, 135, 48, 437, 5, 7, 5222, 2155, 3404], [0, 9753, 3, 0, 4138, 30, 34620, 5, 30, 191, 23900], [0, 3825, 86, 30, 3623], [20, 86, 52, 30, 234, 4, 159, 8202, 5, 0, 6988, 86, 30, 234, 4, 159, 2760], [20, 30, 2400, 11089, 4, 0, 39310]]]",24,0.3076923076923077
Blossom,"[[[7, 21468, 30, 7, 6504, 12, 2274, 13, 2155, 4138, 2654, 5, 68, 1189, 488, 3200, 9250, 18731, 3292, 5, 24116]]]",Plum,"[[[7, 18731, 30, 7, 3714, 4138], [47, 2440, 311, 30, 64553], [61, 3289, 20, 30, 580, 7, 41263], [0, 2487, 18731, 190, 47, 311, 25, 0, 4138], [18731, 2487, 18731, 30, 580, 7644, 18731, 5, 30, 7, 1479, 7644, 2487, 68, 18731, 30, 24227, 7644, 37, 55, 2165, 30, 273, 6, 0, 1835, 22, 248], [77, 68, 18731, 86, 30, 2843, 639, 989, 46, 151, 298], [0, 4138, 33, 7, 15827, 307, 135, 48, 437, 5, 7, 5222, 2155, 3404], [0, 9753, 3, 0, 4138, 30, 34620, 5, 30, 191, 23900], [0, 3825, 86, 30, 3623], [20, 86, 52, 30, 234, 4, 159, 8202, 5, 0, 6988, 86, 30, 234, 4, 159, 2760], [20, 30, 2400, 11089, 4, 0, 39310]]]",33,0.5
Fruit,"[[[6, 23215, 7, 4138, 30, 7, 1189, 1972, 12, 3540, 0, 1189, 3404], [4, 7, 22832, 0, 1388, 4138, 30, 234, 91, 83, 20, 326, 25, 0, 153, 3, 0, 6504, 42, 30, 7, 870], [23215, 7, 4344, 4, 1189, 7634], [1155, 14932], [], [20, 30, 7, 2004, 6828, 469, 0, 3404, 42, 107, 46, 107, 36, 30, 39622], [212, 151, 6, 0, 610, 3, 23215, 63, 30, 84, 216, 547, 13, 197, 4138, 189, 30, 24558], [109, 88, 33, 2004, 6828, 25, 68, 153, 3, 0, 57355, 20342], [], [46599, 10321, 3, 1189, 8472, 5, 11089, 1698], [49114, 428], []], [[6, 216, 1293, 5, 858, 6, 3387, 4138, 30, 7, 3714, 1459, 5, 109, 14703, 4138, 30, 346, 7, 9144], [37, 30, 197, 4018, 69, 234, 0, 1388], [13, 37, 2184, 53, 4466, 102, 22832, 580, 7, 4138]], [[0, 39622, 153, 3, 7, 4138, 30, 580, 0, 387541], [20, 30, 118, 0, 4138, 3825, 5, 0, 3404], [0, 298, 153, 3, 7, 3292, 10, 880, 30, 0, 39622, 153, 3, 0, 3292], [1140, 61, 53, 3623, 7, 4138, 53, 3623, 0, 39622, 153]]]",Plum,"[[[7, 18731, 30, 7, 3714, 4138], [47, 2440, 311, 30, 64553], [61, 3289, 20, 30, 580, 7, 41263], [0, 2487, 18731, 190, 47, 311, 25, 0, 4138], [18731, 2487, 18731, 30, 580, 7644, 18731, 5, 30, 7, 1479, 7644, 2487, 68, 18731, 30, 24227, 7644, 37, 55, 2165, 30, 273, 6, 0, 1835, 22, 248], [77, 68, 18731, 86, 30, 2843, 639, 989, 46, 151, 298], [0, 4138, 33, 7, 15827, 307, 135, 48, 437, 5, 7, 5222, 2155, 3404], [0, 9753, 3, 0, 4138, 30, 34620, 5, 30, 191, 23900], [0, 3825, 86, 30, 3623], [20, 86, 52, 30, 234, 4, 159, 8202, 5, 0, 6988, 86, 30, 234, 4, 159, 2760], [20, 30, 2400, 11089, 4, 0, 39310]]]",15,0.024115755627009645
Serbia,"[[[0, 874, 3, 2447], [3353, 163187, 30, 7, 123, 6, 323, 525], [0, 351, 115, 30, 4038], [4, 0, 193, 3, 2447, 30, 0, 123, 3865], [4, 0, 322, 3, 2447, 30, 0, 123, 4518, 5, 3300], [4, 0, 139, 3, 2447, 30, 123, 193, 5345, 5, 5720], [4, 0, 259, 3, 2447, 30, 0, 123, 6438, 0, 123, 12, 30, 442, 8970, 17, 2447, 1817, 5, 10369, 5, 2849]]]",Plum,"[[[7, 18731, 30, 7, 3714, 4138], [47, 2440, 311, 30, 64553], [61, 3289, 20, 30, 580, 7, 41263], [0, 2487, 18731, 190, 47, 311, 25, 0, 4138], [18731, 2487, 18731, 30, 580, 7644, 18731, 5, 30, 7, 1479, 7644, 2487, 68, 18731, 30, 24227, 7644, 37, 55, 2165, 30, 273, 6, 0, 1835, 22, 248], [77, 68, 18731, 86, 30, 2843, 639, 989, 46, 151, 298], [0, 4138, 33, 7, 15827, 307, 135, 48, 437, 5, 7, 5222, 2155, 3404], [0, 9753, 3, 0, 4138, 30, 34620, 5, 30, 191, 23900], [0, 3825, 86, 30, 3623], [20, 86, 52, 30, 234, 4, 159, 8202, 5, 0, 6988, 86, 30, 234, 4, 159, 2760], [20, 30, 2400, 11089, 4, 0, 39310]]]",15,0.0039164490861618795
Illinois,"[[[2884, 30, 7, 92, 6, 0, 104, 112], [47, 351, 30, 10144, 5, 47, 426, 115, 30, 1147], [20, 30, 718, 4, 0, 193, 21, 4155, 4, 0, 259, 21, 3303, 5, 1268, 12, 21, 3804, 150, 718, 30, 385, 0, 4049, 620], [4, 0, 139, 322, 2884, 30, 718, 385, 0, 1992, 620, 21, 3916, 5, 4, 0, 322, 21, 3643], [2884, 224137, 6260, 30, 4, 1241, 2254]]]",Pig,"[[[9609, 30, 21719, 6, 0, 3713, 26725], [39, 488, 0, 1163, 9610, 5, 47, 14949, 0, 861, 26863, 2382, 29975, 26725, 206345, 5, 68, 1024], [9609, 30, 6, 0, 213, 3, 151, 10520, 162758]], [[1111, 34, 587, 0, 3713, 30, 0, 318790, 5, 0, 95172], [9609, 117, 64, 30, 1683, 4, 0, 167, 85], [2232, 9610, 30, 580], [9609, 30, 105872, 5, 30, 191, 659, 5, 8292]], [[0, 9753, 3, 1163, 9610, 30, 3623, 7, 565, 5, 30, 580, 7635], [0, 1316, 5, 1172, 2830, 5, 77, 1377, 15530, 733, 3623, 7635, 30, 1797], [9610, 5769, 190, 757, 12, 0, 2694, 88, 36, 169, 1289, 46, 22851, 42, 107, 4747, 473]], [[1163, 9610, 326, 6, 494, 8237, 3030, 5, 1275], [39, 30, 1140, 5491, 34, 333, 9610, 578, 7, 6658, 6850, 13174, 9610, 30, 1071, 68, 8237], [9609, 3301, 6, 6798, 4, 1508, 1000, 25, 13738], [109, 69, 269, 12, 9610, 30, 6271, 5, 9332], [6, 853, 39, 3301, 204, 6, 0, 6798, 4, 578, 11035, 5, 20571, 420, 25, 44, 3825], [37, 52, 275, 4, 578, 44, 3825, 11475, 5, 653, 44, 719, 3987, 13, 1627, 122], [39, 30, 105872, 42, 1702, 12, 39, 3623, 150, 1189, 5, 2694]], [[9609, 30, 8292, 2694], [39, 30, 151, 667, 4, 2368, 197, 4, 282, 974], [], [], [9609, 30, 3659, 234, 7, 161, 2694], [39, 30, 234, 4, 3985, 10, 40286, 2933, 9634, 5, 31979, 66], [1295, 1689, 560, 853, 59], [0, 8610, 12879, 9610, 572, 3604]]]",18,0.005767382249279077
Ham,"[[[7174, 30, 3806, 12, 326, 25, 7, 12280, 3, 7, 9610], [7174, 30, 7, 921, 3, 7635, 42, 30, 130, 3806, 25, 7, 9610]], [[7174, 86, 30, 8117, 46, 6611, 8117], [3289, 8117, 7174, 30, 159, 21, 17734, 0, 3806, 17, 7, 6045, 17, 2982], [127, 20, 30, 3289, 5, 464], [6611, 8117, 7174, 30, 159, 17, 37696], [7174, 30, 7635], [7174, 30, 48, 3, 0, 565, 19119, 21, 18759, 1067]], [[4597, 3, 8117, 7174, 50491, 177591, 1031], [], [50491, 4861, 10086, 1031], [], [279930, 23932, 1141], [], [279930, 160366, 1141], [], [123, 7174, 140], [], [196, 7174, 711], [89742, 7174, 514]], [[7174, 30, 234, 6, 16391], [3911, 36034, 313252, 2862, 322724, 36034, 313252], [51326, 49046, 2862, 322724], [51326, 49046], [923, 44955, 322724], [923, 44955], [], [], []]]",Pig,"[[[9609, 30, 21719, 6, 0, 3713, 26725], [39, 488, 0, 1163, 9610, 5, 47, 14949, 0, 861, 26863, 2382, 29975, 26725, 206345, 5, 68, 1024], [9609, 30, 6, 0, 213, 3, 151, 10520, 162758]], [[1111, 34, 587, 0, 3713, 30, 0, 318790, 5, 0, 95172], [9609, 117, 64, 30, 1683, 4, 0, 167, 85], [2232, 9610, 30, 580], [9609, 30, 105872, 5, 30, 191, 659, 5, 8292]], [[0, 9753, 3, 1163, 9610, 30, 3623, 7, 565, 5, 30, 580, 7635], [0, 1316, 5, 1172, 2830, 5, 77, 1377, 15530, 733, 3623, 7635, 30, 1797], [9610, 5769, 190, 757, 12, 0, 2694, 88, 36, 169, 1289, 46, 22851, 42, 107, 4747, 473]], [[1163, 9610, 326, 6, 494, 8237, 3030, 5, 1275], [39, 30, 1140, 5491, 34, 333, 9610, 578, 7, 6658, 6850, 13174, 9610, 30, 1071, 68, 8237], [9609, 3301, 6, 6798, 4, 1508, 1000, 25, 13738], [109, 69, 269, 12, 9610, 30, 6271, 5, 9332], [6, 853, 39, 3301, 204, 6, 0, 6798, 4, 578, 11035, 5, 20571, 420, 25, 44, 3825], [37, 52, 275, 4, 578, 44, 3825, 11475, 5, 653, 44, 719, 3987, 13, 1627, 122], [39, 30, 105872, 42, 1702, 12, 39, 3623, 150, 1189, 5, 2694]], [[9609, 30, 8292, 2694], [39, 30, 151, 667, 4, 2368, 197, 4, 282, 974], [], [], [9609, 30, 3659, 234, 7, 161, 2694], [39, 30, 234, 4, 3985, 10, 40286, 2933, 9634, 5, 31979, 66], [1295, 1689, 560, 853, 59], [0, 8610, 12879, 9610, 572, 3604]]]",19,0.04025423728813559
Deer,"[[[7929, 30, 7, 129, 3, 151, 10520, 162758], [], [0, 17525, 3, 7929, 30, 120], [39, 683, 0, 213], [377410]], [[7, 2323, 7929, 30, 580, 37874, 46, 8998, 7, 1632, 7929, 30, 580, 14219, 46, 23975, 5, 7, 461, 7929, 30, 580, 54783, 4313, 46, 14105]], [[63, 30, 59, 1024, 3, 7929], [39, 1447, 682, 6, 0, 529, 311, 211074], [], [1377, 5048, 318], [5865, 5, 43260, 3, 167, 85, 7929], [9408, 118587, 5, 5865], [], [], [5, 114, 30, 1683, 4, 525, 831, 193, 453, 5, 139, 453], [3790, 5354, 7929, 4, 603, 50, 1272, 5, 139, 637]]]",Pig,"[[[9609, 30, 21719, 6, 0, 3713, 26725], [39, 488, 0, 1163, 9610, 5, 47, 14949, 0, 861, 26863, 2382, 29975, 26725, 206345, 5, 68, 1024], [9609, 30, 6, 0, 213, 3, 151, 10520, 162758]], [[1111, 34, 587, 0, 3713, 30, 0, 318790, 5, 0, 95172], [9609, 117, 64, 30, 1683, 4, 0, 167, 85], [2232, 9610, 30, 580], [9609, 30, 105872, 5, 30, 191, 659, 5, 8292]], [[0, 9753, 3, 1163, 9610, 30, 3623, 7, 565, 5, 30, 580, 7635], [0, 1316, 5, 1172, 2830, 5, 77, 1377, 15530, 733, 3623, 7635, 30, 1797], [9610, 5769, 190, 757, 12, 0, 2694, 88, 36, 169, 1289, 46, 22851, 42, 107, 4747, 473]], [[1163, 9610, 326, 6, 494, 8237, 3030, 5, 1275], [39, 30, 1140, 5491, 34, 333, 9610, 578, 7, 6658, 6850, 13174, 9610, 30, 1071, 68, 8237], [9609, 3301, 6, 6798, 4, 1508, 1000, 25, 13738], [109, 69, 269, 12, 9610, 30, 6271, 5, 9332], [6, 853, 39, 3301, 204, 6, 0, 6798, 4, 578, 11035, 5, 20571, 420, 25, 44, 3825], [37, 52, 275, 4, 578, 44, 3825, 11475, 5, 653, 44, 719, 3987, 13, 1627, 122], [39, 30, 105872, 42, 1702, 12, 39, 3623, 150, 1189, 5, 2694]], [[9609, 30, 8292, 2694], [39, 30, 151, 667, 4, 2368, 197, 4, 282, 974], [], [], [9609, 30, 3659, 234, 7, 161, 2694], [39, 30, 234, 4, 3985, 10, 40286, 2933, 9634, 5, 31979, 66], [1295, 1689, 560, 853, 59], [0, 8610, 12879, 9610, 572, 3604]]]",11,0.007467752885268159
Aardvark,"[[[0, 89190, 93431, 30, 7, 21719, 25, 637, 47, 311, 1702, 1828, 9610, 6, 0, 1032, 31068], [20, 30, 0, 91, 682, 393, 6, 47, 460, 413, 77, 9044, 3713, 33, 30, 596]]]",Pig,"[[[9609, 30, 21719, 6, 0, 3713, 26725], [39, 488, 0, 1163, 9610, 5, 47, 14949, 0, 861, 26863, 2382, 29975, 26725, 206345, 5, 68, 1024], [9609, 30, 6, 0, 213, 3, 151, 10520, 162758]], [[1111, 34, 587, 0, 3713, 30, 0, 318790, 5, 0, 95172], [9609, 117, 64, 30, 1683, 4, 0, 167, 85], [2232, 9610, 30, 580], [9609, 30, 105872, 5, 30, 191, 659, 5, 8292]], [[0, 9753, 3, 1163, 9610, 30, 3623, 7, 565, 5, 30, 580, 7635], [0, 1316, 5, 1172, 2830, 5, 77, 1377, 15530, 733, 3623, 7635, 30, 1797], [9610, 5769, 190, 757, 12, 0, 2694, 88, 36, 169, 1289, 46, 22851, 42, 107, 4747, 473]], [[1163, 9610, 326, 6, 494, 8237, 3030, 5, 1275], [39, 30, 1140, 5491, 34, 333, 9610, 578, 7, 6658, 6850, 13174, 9610, 30, 1071, 68, 8237], [9609, 3301, 6, 6798, 4, 1508, 1000, 25, 13738], [109, 69, 269, 12, 9610, 30, 6271, 5, 9332], [6, 853, 39, 3301, 204, 6, 0, 6798, 4, 578, 11035, 5, 20571, 420, 25, 44, 3825], [37, 52, 275, 4, 578, 44, 3825, 11475, 5, 653, 44, 719, 3987, 13, 1627, 122], [39, 30, 105872, 42, 1702, 12, 39, 3623, 150, 1189, 5, 2694]], [[9609, 30, 8292, 2694], [39, 30, 151, 667, 4, 2368, 197, 4, 282, 974], [], [], [9609, 30, 3659, 234, 7, 161, 2694], [39, 30, 234, 4, 3985, 10, 40286, 2933, 9634, 5, 31979, 66], [1295, 1689, 560, 853, 59], [0, 8610, 12879, 9610, 572, 3604]]]",34,0.07234042553191489
Cetacea,"[[[0, 460, 117908, 30, 2266, 21719, 12, 682, 6, 2561, 937, 5, 151, 7, 306, 620, 204, 0, 85], [10348, 16349, 5, 72725, 30, 153, 3, 37, 129], [158, 861, 311, 1910, 4, 1275, 9287, 30, 0, 426, 72725, 0, 357], [197, 5, 102, 39, 3623, 30, 7, 143, 3372, 4, 44, 1483], [0, 806, 3, 82851, 30, 580]]]",Pig,"[[[9609, 30, 21719, 6, 0, 3713, 26725], [39, 488, 0, 1163, 9610, 5, 47, 14949, 0, 861, 26863, 2382, 29975, 26725, 206345, 5, 68, 1024], [9609, 30, 6, 0, 213, 3, 151, 10520, 162758]], [[1111, 34, 587, 0, 3713, 30, 0, 318790, 5, 0, 95172], [9609, 117, 64, 30, 1683, 4, 0, 167, 85], [2232, 9610, 30, 580], [9609, 30, 105872, 5, 30, 191, 659, 5, 8292]], [[0, 9753, 3, 1163, 9610, 30, 3623, 7, 565, 5, 30, 580, 7635], [0, 1316, 5, 1172, 2830, 5, 77, 1377, 15530, 733, 3623, 7635, 30, 1797], [9610, 5769, 190, 757, 12, 0, 2694, 88, 36, 169, 1289, 46, 22851, 42, 107, 4747, 473]], [[1163, 9610, 326, 6, 494, 8237, 3030, 5, 1275], [39, 30, 1140, 5491, 34, 333, 9610, 578, 7, 6658, 6850, 13174, 9610, 30, 1071, 68, 8237], [9609, 3301, 6, 6798, 4, 1508, 1000, 25, 13738], [109, 69, 269, 12, 9610, 30, 6271, 5, 9332], [6, 853, 39, 3301, 204, 6, 0, 6798, 4, 578, 11035, 5, 20571, 420, 25, 44, 3825], [37, 52, 275, 4, 578, 44, 3825, 11475, 5, 653, 44, 719, 3987, 13, 1627, 122], [39, 30, 105872, 42, 1702, 12, 39, 3623, 150, 1189, 5, 2694]], [[9609, 30, 8292, 2694], [39, 30, 151, 667, 4, 2368, 197, 4, 282, 974], [], [], [9609, 30, 3659, 234, 7, 161, 2694], [39, 30, 234, 4, 3985, 10, 40286, 2933, 9634, 5, 31979, 66], [1295, 1689, 560, 853, 59], [0, 8610, 12879, 9610, 572, 3604]]]",12,0.015748031496062992
